Age,Gender,Event,Course,B,BB,A,AA,AAA,AAAA
15,Girls,100 FR,SCY,70.09,65.09,60.09,57.59,55.09,52.59
15,Girls,200 FR,SCY,151.39,140.49,129.69,124.29,118.89,113.49
15,Girls,500 FR,SCY,408.19,378.99,349.89,335.29,320.69,306.09
15,Girls,1000 FR,SCY,839.89,779.89,719.89,689.89,659.89,629.89
15,Girls,1650 FR,SCY,1420.99,1319.49,1217.99,1167.19,1116.49,1065.69
15,Girls,100 BK,SCY,75.89,70.49,65.09,62.39,59.69,56.99
15,Girls,200 BK,SCY,164.89,153.09,141.29,135.39,129.49,123.69
15,Girls,100 BR,SCY,87.49,81.19,74.99,71.89,68.69,65.59
15,Girls,200 BR,SCY,188.19,174.69,161.29,154.59,147.89,141.19
15,Girls,100 FL,SCY,75.79,70.39,64.99,62.29,59.59,56.79
15,Girls,200 FL,SCY,168.19,156.19,144.19,138.19,132.19,126.19
15,Girls,200 IM,SCY,168.89,156.89,144.79,138.79,132.69,126.69
15,Girls,400 IM,SCY,362.79,336.89,310.99,297.99,285.09,272.09
15,Boys,50 FR,SCY,21.69,22.69,23.69,24.69,26.79,28.89
15,Boys,100 FR,SCY,47.49,49.79,51.99,54.29,58.79,63.29
15,Boys,200 FR,SCY,103.79,108.69,113.59,118.59,128.39,138.29
15,Boys,500 FR,SCY,282.29,295.69,309.09,322.59,349.49,376.29
15,Boys,1000 FR,SCY,587.79,615.79,643.79,671.79,727.69,783.69
15,Boys,1650 FR,SCY,980.79,1027.49,1074.19,1120.89,1214.29,1307.69
15,Boys,100 BK,SCY,52.09,54.59,57.09,59.59,64.49,69.49
15,Boys,200 BK,SCY,113.89,119.29,124.69,130.09,140.99,151.79
15,Boys,100 BR,SCY,58.99,61.79,64.59,67.39,72.99,78.59
15,Boys,200 BR,SCY,128.59,134.79,140.89,146.99,159.19,171.49
15,Boys,100 FL,SCY,51.49,53.99,56.39,58.89,63.79,68.69
15,Boys,200 FL,SCY,115.49,120.99,126.49,131.99,142.99,153.99
15,Boys,200 IM,SCY,115.69,121.19,126.69,132.19,143.19,154.19
15,Boys,400 IM,SCY,248.69,260.49,272.39,284.19,307.89,331.59
16,Girls,50 FR,SCY,31.99,29.69,27.39,26.29,25.09,23.99
16,Girls,100 FR,SCY,69.39,64.39,59.49,56.99,54.49,51.99
16,Girls,200 FR,SCY,149.39,138.69,128.09,122.69,117.39,112.09
16,Girls,500 FR,SCY,402.59,373.89,345.09,330.69,316.39,301.99
16,Girls,1000 FR,SCY,838.19,778.39,718.49,688.49,658.59,628.69
16,Girls,1650 FR,SCY,1403.29,1303.09,1202.89,1152.79,1102.59,1052.49
16,Girls,100 BK,SCY,74.99,69.59,64.29,61.59,58.89,56.29
16,Girls,200 BK,SCY,162.49,150.89,139.29,133.49,127.69,121.89
16,Girls,100 BR,SCY,86.59,80.39,74.19,71.09,67.99,64.99
16,Girls,200 BR,SCY,187.49,174.09,160.69,153.99,147.29,140.59
16,Girls,100 FL,SCY,74.79,69.39,64.09,61.39,58.79,56.09
16,Girls,200 FL,SCY,166.39,154.49,142.59,136.69,130.69,124.79
16,Girls,200 IM,SCY,167.29,155.39,143.39,137.39,131.49,125.49
16,Girls,400 IM,SCY,358.19,332.59,306.99,294.19,281.49,268.69
16,Boys,50 FR,SCY,21.39,22.39,23.39,24.39,26.39,28.49
16,Boys,100 FR,SCY,46.79,48.99,51.29,53.49,57.89,62.39
16,Boys,200 FR,SCY,102.19,107.09,111.99,116.79,126.59,136.29
16,Boys,500 FR,SCY,277.79,291.09,304.29,317.49,343.99,370.39
16,Boys,1000 FR,SCY,578.89,606.39,633.99,661.59,716.69,771.79
16,Boys,1650 FR,SCY,964.99,1010.89,1056.89,1102.79,1194.69,1286.59
16,Boys,100 BK,SCY,50.79,53.29,55.69,58.09,62.89,67.79
16,Boys,200 BK,SCY,111.39,116.69,121.99,127.29,137.89,148.49
16,Boys,100 BR,SCY,57.79,60.49,63.19,65.99,71.49,76.99
16,Boys,200 BR,SCY,125.29,131.29,137.29,143.19,155.19,167.09
16,Boys,100 FL,SCY,50.49,52.89,55.29,57.69,62.49,67.29
16,Boys,200 FL,SCY,113.09,118.39,123.79,129.19,139.99,150.69
16,Boys,200 IM,SCY,113.49,118.89,124.29,129.69,140.49,151.29
16,Boys,400 IM,SCY,242.99,254.49,266.09,277.69,300.79,323.89
17,Girls,50 FR,SCY,31.79,29.49,27.19,26.09,24.99,23.79
17,Girls,100 FR,SCY,68.89,63.99,58.99,56.59,54.09,51.69
17,Girls,200 FR,SCY,148.89,138.29,127.69,122.29,116.99,111.69
17,Girls,500 FR,SCY,401.69,372.99,344.29,329.99,315.59,301.29
17,Girls,1000 FR,SCY,830.99,771.69,712.29,682.59,652.89,623.29
17,Girls,1650 FR,SCY,1395.79,1296.09,1196.39,1146.59,1096.69,1046.89
17,Girls,100 BK,SCY,74.49,69.19,63.89,61.19,58.49,55.89
17,Girls,200 BK,SCY,161.59,150.09,138.49,132.79,126.99,121.19
17,Girls,100 BR,SCY,85.59,79.49,73.39,70.29,67.29,64.19
17,Girls,200 BR,SCY,186.79,173.49,160.09,153.49,146.79,140.09
17,Girls,100 FL,SCY,74.09,68.79,63.49,60.89,58.19,55.59
