standard_type,age_group,age,gender,distance,stroke,sort_order,course,b,bb,a,aa,aaa,aaaa
single_age,,11,boys,1500,fr,1,scm,1582.59,1469.49,1356.49,1299.99,1243.49,1186.99
single_age,,11,girls,50,bk,2,scm,44.89,41.69,38.49,36.89,35.29,33.69
single_age,,11,boys,50,bk,2,scm,45.59,42.09,38.59,36.89,35.09,33.39
single_age,,11,girls,100,bk,2,scm,100.19,92.29,84.39,80.49,76.49,72.59
single_age,,11,boys,100,bk,2,scm,99.19,91.39,83.59,79.69,75.79,71.89
single_age,,11,girls,200,bk,2,scm,209.69,194.69,179.69,172.19,164.69,157.29
single_age,,11,boys,200,bk,2,scm,207.29,192.49,177.69,170.29,162.89,155.49
single_age,,11,girls,50,br,3,scm,50.29,46.69,43.09,41.29,39.49,37.69
single_age,,11,boys,50,br,3,scm,51.79,47.79,43.69,41.59,39.59,37.59
single_age,,11,girls,100,br,3,scm,110.79,102.69,94.49,90.39,86.29,82.19
single_age,,11,boys,100,br,3,scm,110.79,102.39,93.89,89.69,85.39,81.19
single_age,,11,girls,200,br,3,scm,237.99,220.99,203.99,195.49,186.99,178.49
single_age,,11,boys,200,br,3,scm,236.69,219.79,202.89,194.49,185.99,177.49
single_age,,11,girls,50,fl,4,scm,42.99,39.89,36.79,35.29,33.79,32.19
single_age,,11,boys,50,fl,4,scm,44.29,40.79,37.19,35.49,33.69,31.89
single_age,,11,girls,100,fl,4,scm,100.29,92.29,84.29,80.29,76.29,72.29
single_age,,11,boys,100,fl,4,scm,99.99,91.69,83.49,79.39,75.29,71.19
single_age,,11,girls,200,fl,4,scm,217.09,201.59,186.09,178.29,170.59,162.79
single_age,,11,boys,200,fl,4,scm,211.89,196.79,181.59,174.09,166.49,158.89
single_age,,11,girls,100,im,5,scm,97.99,90.99,83.99,80.49,76.99,73.49
single_age,,11,boys,100,im,5,scm,97.29,90.19,83.19,79.59,76.09,72.49
single_age,,11,girls,200,im,5,scm,212.99,197.79,182.59,174.99,167.39,159.79
single_age,,11,boys,200,im,5,scm,212.89,196.89,180.89,172.89,164.89,156.89
single_age,,11,girls,400,im,5,scm,455.39,422.89,390.39,374.09,357.79,341.59
single_age,,11,boys,400,im,5,scm,443.69,411.99,380.29,364.49,348.59,332.79
single_age,,12,girls,50,fr,1,scm,37.59,34.99,32.39,31.09,29.79,28.49
single_age,,12,boys,50,fr,1,scm,36.29,33.69,31.09,29.79,28.49,27.19
single_age,,12,girls,100,fr,1,scm,82.59,76.69,70.79,67.79,64.89,61.89
single_age,,12,boys,100,fr,1,scm,78.99,73.39,67.69,64.89,62.09,59.29
single_age,,12,girls,200,fr,1,scm,180.49,167.59,154.69,148.29,141.89,135.39
single_age,,12,boys,200,fr,1,scm,172.39,160.09,147.79,141.59,135.49,129.29
single_age,,12,girls,400,fr,1,scm,382.69,355.29,327.99,314.29,300.69,286.99
single_age,,12,boys,400,fr,1,scm,367.49,341.19,314.99,301.79,288.69,275.59
single_age,,12,girls,800,fr,1,scm,789.89,733.49,676.99,648.79,620.59,592.39
single_age,,12,boys,800,fr,1,scm,773.09,717.89,662.59,634.99,607.39,579.79
single_age,,12,girls,1500,fr,1,scm,1498.39,1391.29,1284.29,1230.79,1177.29,1123.79
single_age,,12,boys,1500,fr,1,scm,1459.79,1355.49,1251.29,1199.09,1146.99,1094.89
single_age,,12,girls,50,bk,2,scm,42.89,39.79,36.79,35.19,33.69,32.19
single_age,,12,boys,50,bk,2,scm,42.59,39.29,36.09,34.49,32.79,31.19
single_age,,12,girls,100,bk,2,scm,95.69,88.19,80.59,76.89,73.09,69.29
single_age,,12,boys,100,bk,2,scm,90.79,83.69,76.49,72.89,69.39,65.79
single_age,,12,girls,200,bk,2,scm,198.99,184.79,170.59,163.49,156.39,149.29
single_age,,12,boys,200,bk,2,scm,190.99,177.39,163.69,156.89,150.09,143.29
single_age,,12,girls,50,br,3,scm,48.59,45.19,41.69,39.99,38.19,36.49
single_age,,12,boys,50,br,3,scm,48.09,44.29,40.49,38.59,36.69,34.89
single_age,,12,girls,100,br,3,scm,106.59,98.69,90.89,86.89,82.99,78.99
single_age,,12,boys,100,br,3,scm,102.29,94.49,86.69,82.79,78.89,74.99
single_age,,12,girls,200,br,3,scm,227.49,211.19,194.99,186.89,178.69,170.59
single_age,,12,boys,200,br,3,scm,217.09,201.59,186.09,178.29,170.59,162.79
single_age,,12,girls,50,fl,4,scm,40.89,37.99,34.99,33.59,32.09,30.69
single_age,,12,boys,50,fl,4,scm,40.99,37.69,34.49,32.79,31.19,29.59
single_age,,12,girls,100,fl,4,scm,95.09,87.49,79.89,76.09,72.29,68.49
single_age,,12,boys,100,fl,4,scm,91.59,84.09,76.49,72.79,68.99,65.29
single_age,,12,girls,200,fl,4,scm,202.59,188.19,173.69,166.49,159.19,151.99
single_age,,12,boys,200,fl,4,scm,195.29,181.29,167.39,160.39,153.39,146.49
single_age,,12,girls,100,im,5,scm,94.19,87.49,80.79,77.39,74.09,70.69
single_age,,12,boys,100,im,5,scm,90.49,83.89,77.29,73.99,70.69,67.49
single_age,,12,girls,200,im,5,scm,203.29,188.79,174.19,166.99,159.69,152.49
single_age,,12,boys,200,im,5,scm,198.09,183.19,168.29,160.89,153.39,145.99
single_age,,12,girls,400,im,5,scm,433.49,402.49,371.59,356.09,340.59,325.09
single_age,,12,boys,400,im,5,scm,416.99,387.19,357.49,342.59,327.69,312.79
single_age,,13,girls,50,fr,1,scm,36.79,34.19,31.59,30.19,28.89,27.59
single_age,,13,boys,50,fr,1,scm,34.39,31.89,29.49,28.19,26.99,25.79
single_age,,13,girls,100,fr,1,scm,80.09,74.39,68.69,65.79,62.89,60.09
single_age,,13,boys,100,fr,1,scm,74.59,69.29,63.99,61.29,58.69,55.99
single_age,,13,girls,200,fr,1,scm,174.29,161.79,149.39,143.19,136.99,130.69
single_age,,13,boys,200,fr,1,scm,163.29,151.59,139.99,134.09,128.29,122.49
single_age,,13,girls,400,fr,1,scm,367.99,341.69,315.49,302.29,289.19,275.99
single_age,,13,boys,400,fr,1,scm,348.89,323.99,298.99,286.59,274.09,261.69
single_age,,13,girls,800,fr,1,scm,766.39,711.59,656.89,629.49,602.19,574.79
single_age,,13,boys,800,fr,1,scm,721.79,670.19,618.69,592.89,567.09,541.39
single_age,,13,girls,1500,fr,1,scm,1447.99,1344.59,1241.19,1189.49,1137.79,1085.99
single_age,,13,boys,1500,fr,1,scm,1379.09,1280.59,1182.09,1132.89,1083.59,1034.39
single_age,,13,girls,50,bk,2,scm,41.09,38.19,35.29,33.79,32.29,30.89
single_age,,13,boys,50,bk,2,scm,39.09,36.39,33.59,32.19,30.79,29.39
single_age,,13,girls,100,bk,2,scm,87.59,81.39,75.09,71.99,68.79,65.69
single_age,,13,boys,100,bk,2,scm,82.19,76.29,70.39,67.49,64.59,61.59
single_age,,13,girls,200,bk,2,scm,188.89,175.39,161.89,155.19,148.39,141.69
single_age,,13,boys,200,bk,2,scm,179.19,166.39,153.59,147.19,140.79,134.39
single_age,,13,girls,50,br,3,scm,47.69,44.29,40.89,39.19,37.49,35.79
single_age,,13,boys,50,br,3,scm,44.69,41.59,38.39,36.79,35.19,33.59
single_age,,13,girls,100,br,3,scm,100.49,93.29,86.19,82.59,78.99,75.39
single_age,,13,boys,100,br,3,scm,93.19,86.49,79.89,76.59,73.19,69.89
single_age,,13,girls,200,br,3,scm,216.49,201.09,185.59,177.89,170.09,162.39
single_age,,13,boys,200,br,3,scm,202.19,187.69,173.29,166.09,158.89,151.59
single_age,,13,girls,50,fl,4,scm,40.49,37.69,34.79,33.29,31.89,30.39
single_age,,13,boys,50,fl,4,scm,38.29,35.59,32.89,31.49,30.09,28.79
single_age,,13,girls,100,fl,4,scm,87.19,80.99,74.69,71.59,68.49,65.39
single_age,,13,boys,100,fl,4,scm,81.49,75.69,69.89,66.99,64.09,61.09
single_age,,13,girls,200,fl,4,scm,194.79,180.89,166.99,159.99,153.09,146.09
single_age,,13,boys,200,fl,4,scm,182.59,169.59,156.49,149.99,143.49,136.99
single_age,,13,girls,200,im,5,scm,195.19,181.29,167.29,160.39,153.39,146.39
single_age,,13,boys,200,im,5,scm,181.99,168.99,155.99,149.49,142.99,136.49
single_age,,13,girls,400,im,5,scm,413.39,383.89,354.39,339.59,324.89,310.09
single_age,,13,boys,400,im,5,scm,389.89,361.99,334.19,320.29,306.29,292.39
single_age,,14,girls,50,fr,1,scm,36.09,33.49,30.99,29.69,28.39,27.09
single_age,,14,boys,50,fr,1,scm,32.99,30.69,28.29,27.09,25.89,24.79
single_age,,14,girls,100,fr,1,scm,78.49,72.89,67.29,64.49,61.69,58.89
single_age,,14,boys,100,fr,1,scm,71.89,66.79,61.69,59.09,56.49,53.99
single_age,,14,girls,200,fr,1,scm,169.99,157.79,145.69,139.59,133.59,127.49
single_age,,14,boys,200,fr,1,scm,157.49,146.29,134.99,129.39,123.79,118.19
single_age,,14,girls,400,fr,1,scm,360.79,334.99,309.29,296.39,283.49,270.59
single_age,,14,boys,400,fr,1,scm,337.69,313.59,289.49,277.39,265.39,253.29
single_age,,14,girls,800,fr,1,scm,745.59,692.29,639.09,612.49,585.79,559.19
single_age,,14,boys,800,fr,1,scm,701.29,651.29,601.19,576.09,551.09,525.99
single_age,,14,girls,1500,fr,1,scm,1416.69,1315.49,1214.29,1163.69,1113.09,1062.59
single_age,,14,boys,1500,fr,1,scm,1335.29,1239.89,1144.49,1096.79,1049.09,1001.49
single_age,,14,girls,50,bk,2,scm,40.39,37.49,34.59,33.19,31.79,30.29
single_age,,14,boys,50,bk,2,scm,37.19,34.59,31.89,30.59,29.19,27.89
single_age,,14,girls,100,bk,2,scm,85.29,79.19,73.09,70.09,66.99,63.99
single_age,,14,boys,100,bk,2,scm,78.79,73.19,67.59,64.79,61.99,59.09
single_age,,14,girls,200,bk,2,scm,185.49,172.29,158.99,152.39,145.79,139.19
single_age,,14,boys,200,bk,2,scm,171.49,159.29,146.99,140.89,134.79,128.59
single_age,,14,girls,50,br,3,scm,46.49,43.19,39.89,38.19,36.59,34.89
single_age,,14,boys,50,br,3,scm,42.59,39.59,36.49,34.99,33.49,31.99
single_age,,14,girls,100,br,3,scm,98.09,91.09,84.09,80.59,77.09,73.59
single_age,,14,boys,100,br,3,scm,89.09,82.69,76.39,73.19,69.99,66.79
single_age,,14,girls,200,br,3,scm,211.09,195.99,180.89,173.39,165.89,158.29
single_age,,14,boys,200,br,3,scm,193.69,179.89,166.09,159.09,152.19,145.29
single_age,,14,girls,50,fl,4,scm,39.79,36.89,34.09,32.69,31.29,29.89
single_age,,14,boys,50,fl,4,scm,36.59,33.99,31.39,30.09,28.79,27.49
single_age,,14,girls,100,fl,4,scm,84.99,78.89,72.79,69.79,66.79,63.69
single_age,,14,boys,100,fl,4,scm,77.89,72.29,66.79,63.99,61.19,58.39
single_age,,14,girls,200,fl,4,scm,189.39,175.89,162.29,155.59,148.79,142.09
single_age,,14,boys,200,fl,4,scm,173.29,160.99,148.59,142.39,136.19,129.99
single_age,,14,girls,200,im,5,scm,190.69,177.09,163.39,156.59,149.79,142.99
single_age,,14,boys,200,im,5,scm,174.59,162.09,149.59,143.39,137.19,130.89
single_age,,14,girls,400,im,5,scm,404.59,375.69,346.79,332.39,317.89,303.49
single_age,,14,boys,400,im,5,scm,373.19,346.49,319.89,306.49,293.19,279.89
single_age,,15,girls,50,fr,1,scm,35.59,33.09,30.59,29.29,27.99,26.69
single_age,,15,boys,50,fr,1,scm,31.89,29.59,27.29,26.19,25.09,23.89
single_age,,15,girls,100,fr,1,scm,77.49,71.99,66.39,63.69,60.89,58.09
single_age,,15,boys,100,fr,1,scm,69.99,64.99,59.99,57.49,54.99,52.49
single_age,,15,girls,200,fr,1,scm,167.19,155.29,143.39,137.39,131.39,125.39
single_age,,15,boys,200,fr,1,scm,152.79,141.89,130.99,125.59,120.09,114.59
single_age,,15,girls,400,fr,1,scm,357.09,331.59,306.09,293.39,280.59,267.89
single_age,,15,boys,400,fr,1,scm,329.29,305.79,282.29,270.49,258.69,246.99
single_age,,15,girls,800,fr,1,scm,734.89,682.39,629.89,603.69,577.39,551.19
single_age,,15,boys,800,fr,1,scm,685.69,636.79,587.79,563.29,538.79,514.29
single_age,,15,girls,1500,fr,1,scm,1412.39,1311.49,1210.69,1160.19,1109.79,1059.29
single_age,,15,boys,1500,fr,1,scm,1299.79,1206.99,1114.09,1067.69,1021.29,974.89
single_age,,15,girls,100,bk,2,scm,83.89,77.89,71.89,68.89,65.89,62.89
single_age,,15,boys,100,bk,2,scm,76.79,71.29,65.79,63.09,60.29,57.59
single_age,,15,girls,200,bk,2,scm,182.19,169.19,156.19,149.59,143.09,136.59
single_age,,15,boys,200,bk,2,scm,167.69,155.79,143.79,137.79,131.79,125.79
single_age,,15,girls,100,br,3,scm,96.69,89.79,82.89,79.39,75.99,72.49
single_age,,15,boys,100,br,3,scm,86.79,80.59,74.39,71.29,68.19,65.09
single_age,,15,girls,200,br,3,scm,207.89,193.09,178.19,170.79,163.39,155.99
single_age,,15,boys,200,br,3,scm,189.49,175.99,162.39,155.69,148.89,142.09
single_age,,15,girls,100,fl,4,scm,83.69,77.79,71.79,68.79,65.79,62.79
single_age,,15,boys,100,fl,4,scm,75.89,70.49,65.09,62.39,59.69,56.89
single_age,,15,girls,200,fl,4,scm,185.89,172.59,159.29,152.69,146.09,139.39
single_age,,15,boys,200,fl,4,scm,175.69,163.09,150.59,144.29,137.99,131.79
single_age,,15,girls,200,im,5,scm,186.69,173.29,159.99,153.39,146.69,139.99
single_age,,15,boys,200,im,5,scm,170.39,158.19,146.09,139.99,133.89,127.79
single_age,,15,girls,400,im,5,scm,400.89,372.29,343.59,329.29,314.99,300.69
single_age,,15,boys,400,im,5,scm,366.39,340.19,313.99,300.99,287.89,274.79
single_age,,16,girls,50,fr,1,scm,35.29,32.79,30.29,28.99,27.79,26.49
single_age,,16,boys,50,fr,1,scm,31.39,29.19,26.99,25.79,24.69,23.59
single_age,,16,girls,100,fr,1,scm,76.59,71.19,65.69,62.99,60.19,57.49
single_age,,16,boys,100,fr,1,scm,68.89,63.99,59.09,56.59,54.19,51.69
single_age,,16,girls,200,fr,1,scm,165.09,153.29,141.49,135.59,129.69,123.79
single_age,,16,boys,200,fr,1,scm,150.59,139.79,129.09,123.69,118.29,112.99
single_age,,16,girls,400,fr,1,scm,352.29,327.19,301.99,289.39,276.79,264.29
single_age,,16,boys,400,fr,1,scm,324.09,300.99,277.79,266.29,254.69,243.09
single_age,,16,girls,800,fr,1,scm,733.39,681.09,628.69,602.49,576.29,550.09
single_age,,16,boys,800,fr,1,scm,675.29,627.09,578.89,554.79,530.59,506.49
single_age,,16,girls,1500,fr,1,scm,1394.89,1295.29,1195.69,1145.79,1095.99,1046.19
single_age,,16,boys,1500,fr,1,scm,1278.89,1187.59,1096.19,1050.49,1004.89,959.19
single_age,,16,girls,100,bk,2,scm,82.89,76.89,70.99,68.09,65.09,62.19
single_age,,16,boys,100,bk,2,scm,74.89,69.49,64.19,61.49,58.89,56.19
single_age,,16,girls,200,bk,2,scm,179.59,166.69,153.89,147.49,141.09,134.69
single_age,,16,boys,200,bk,2,scm,164.09,152.29,140.59,134.79,128.89,123.09
single_age,,16,girls,100,br,3,scm,95.69,88.79,81.99,78.59,75.19,71.79
single_age,,16,boys,100,br,3,scm,85.09,78.99,72.89,69.89,66.79,63.79
single_age,,16,girls,200,br,3,scm,207.09,192.39,177.59,170.19,162.79,155.39
single_age,,16,boys,200,br,3,scm,184.59,171.39,158.29,151.69,145.09,138.49
single_age,,16,girls,100,fl,4,scm,82.59,76.69,70.79,67.89,64.89,61.99
single_age,,16,boys,100,fl,4,scm,74.29,68.99,63.69,61.09,58.39,55.79
single_age,,16,girls,200,fl,4,scm,183.79,170.69,157.59,150.99,144.49,137.89
single_age,,16,boys,200,fl,4,scm,166.59,154.69,142.79,136.79,130.89,124.89
single_age,,16,girls,200,im,5,scm,184.89,171.69,158.49,151.89,145.29,138.69
single_age,,16,boys,200,im,5,scm,167.19,155.19,143.29,137.29,131.39,125.39
single_age,,16,girls,400,im,5,scm,395.79,367.49,339.29,325.09,310.99,296.89
single_age,,16,boys,400,im,5,scm,357.89,332.39,306.79,293.99,281.19,268.49
single_age,,17,girls,50,fr,1,scm,35.09,32.59,30.09,28.79,27.59,26.29
single_age,,17,boys,50,fr,1,scm,30.99,28.79,26.59,25.49,24.39,23.29
single_age,,17,girls,100,fr,1,scm,76.09,70.69,65.19,62.49,59.79,57.09
single_age,,17,boys,100,fr,1,scm,67.79,62.99,58.19,55.69,53.29,50.89
single_age,,17,girls,200,fr,1,scm,164.59,152.79,141.09,135.19,129.29,123.39
single_age,,17,boys,200,fr,1,scm,149.59,138.89,128.19,122.89,117.49,112.19
single_age,,17,girls,400,fr,1,scm,351.49,326.39,301.29,288.69,276.19,263.59
single_age,,17,boys,400,fr,1,scm,321.39,298.49,275.49,263.99,252.49,241.09
single_age,,17,girls,800,fr,1,scm,727.09,675.19,623.29,597.29,571.29,545.39
single_age,,17,boys,800,fr,1,scm,673.19,625.09,576.99,552.99,528.89,504.89
single_age,,17,girls,1500,fr,1,scm,1387.39,1288.29,1189.19,1139.69,1090.09,1040.59
single_age,,17,boys,1500,fr,1,scm,1277.49,1186.29,1094.99,1049.39,1003.79,958.09
single_age,,17,girls,100,bk,2,scm,82.29,76.39,70.59,67.59,64.69,61.69
single_age,,17,boys,100,bk,2,scm,73.79,68.59,63.29,60.69,57.99,55.39
single_age,,17,girls,200,bk,2,scm,178.59,165.79,153.09,146.69,140.29,133.99
single_age,,17,boys,200,bk,2,scm,161.39,149.89,138.39,132.59,126.89,121.09
single_age,,17,girls,100,br,3,scm,94.59,87.79,81.09,77.69,74.29,70.89
single_age,,17,boys,100,br,3,scm,83.49,77.49,71.49,68.59,65.59,62.59
single_age,,17,girls,200,br,3,scm,206.39,191.69,176.89,169.59,162.19,154.79
single_age,,17,boys,200,br,3,scm,181.49,168.49,155.59,149.09,142.59,136.09
single_age,,17,girls,100,fl,4,scm,81.89,75.99,70.19,67.29,64.39,61.39
single_age,,17,boys,100,fl,4,scm,73.09,67.89,62.69,60.09,57.39,54.79
single_age,,17,girls,200,fl,4,scm,182.39,169.39,156.29,149.79,143.29,136.79
single_age,,17,boys,200,fl,4,scm,164.39,152.69,140.89,135.09,129.19,123.29
single_age,,17,girls,200,im,5,scm,183.59,170.49,157.39,150.79,144.29,137.69
single_age,,17,boys,200,im,5,scm,165.29,153.49,141.69,135.79,129.89,123.99
single_age,,17,girls,400,im,5,scm,391.29,363.29,335.39,321.39,307.39,293.49
single_age,,17,boys,400,im,5,scm,355.79,330.39,304.99,292.19,279.49,266.79
single_age,,18,girls,50,fr,1,scm,34.79,32.29,29.89,28.59,27.39,26.09
single_age,,18,boys,50,fr,1,scm,30.49,28.29,26.19,25.09,23.99,22.89
single_age,,18,girls,100,fr,1,scm,75.59,70.19,64.79,62.09,59.39,56.69
single_age,,18,boys,100,fr,1,scm,67.09,62.29,57.49,55.09,52.69,50.29
single_age,,18,girls,200,fr,1,scm,164.19,152.49,140.79,134.89,128.99,123.09
single_age,,18,boys,200,fr,1,scm,148.19,137.59,126.99,121.69,116.39,111.09
single_age,,18,girls,400,fr,1,scm,348.39,323.49,298.59,286.19,273.79,261.29
single_age,,18,boys,400,fr,1,scm,319.19,296.39,273.59,262.19,250.79,239.39
single_age,,18,girls,800,fr,1,scm,730.09,677.89,625.79,599.69,573.59,547.59
single_age,,18,boys,800,fr,1,scm,670.69,622.79,574.89,550.89,526.99,502.99
single_age,,18,girls,1500,fr,1,scm,1375.39,1277.19,1178.89,1129.79,1080.69,1031.59
single_age,,18,boys,1500,fr,1,scm,1269.89,1179.19,1088.49,1043.09,997.79,952.39
single_age,,18,girls,100,bk,2,scm,82.19,76.39,70.49,67.59,64.59,61.69
single_age,,18,boys,100,bk,2,scm,72.49,67.29,62.09,59.59,56.99,54.39
single_age,,18,girls,200,bk,2,scm,178.79,165.99,153.19,146.89,140.49,134.09
single_age,,18,boys,200,bk,2,scm,159.49,148.09,136.69,131.09,125.39,119.69
single_age,,18,girls,100,br,3,scm,94.09,87.39,80.69,77.29,73.99,70.59
single_age,,18,boys,100,br,3,scm,82.79,76.89,70.99,67.99,65.09,62.09
single_age,,18,girls,200,br,3,scm,204.29,189.79,175.19,167.89,160.59,153.29
single_age,,18,boys,200,br,3,scm,179.99,167.09,154.29,147.89,141.39,134.99
single_age,,18,girls,100,fl,4,scm,81.59,75.79,69.99,67.09,64.09,61.19
single_age,,18,boys,100,fl,4,scm,72.49,67.29,62.09,59.59,56.99,54.39
single_age,,18,girls,200,fl,4,scm,180.69,167.79,154.89,148.49,141.99,135.59
single_age,,18,boys,200,fl,4,scm,162.99,151.39,139.69,133.89,128.09,122.29
single_age,,18,girls,200,im,5,scm,183.59,170.49,157.39,150.79,144.19,137.69
single_age,,18,boys,200,im,5,scm,163.39,151.69,140.09,134.19,128.39,122.59
single_age,,18,girls,400,im,5,scm,391.09,363.09,335.19,321.19,307.29,293.29
single_age,,18,boys,400,im,5,scm,352.59,327.49,302.29,289.69,277.09,264.49
single_age,,10,girls,50,fr,1,lcm,45.39,40.99,36.59,35.09,33.69,32.19
single_age,,10,boys,50,fr,1,lcm,43.89,39.79,35.69,34.39,32.99,31.69
single_age,,10,girls,100,fr,1,lcm,104.19,93.09,81.99,78.29,74.59,70.89
single_age,,10,boys,100,fr,1,lcm,101.09,90.69,80.19,76.79,73.29,69.79
single_age,,10,girls,200,fr,1,lcm,230.99,205.69,180.39,171.99,163.49,155.09
single_age,,10,boys,200,fr,1,lcm,217.09,195.39,173.69,166.39,159.19,151.99
single_age,,10,girls,400,fr,1,lcm,469.09,422.19,375.29,359.69,343.99,328.39
single_age,,10,boys,400,fr,1,lcm,458.99,413.09,367.19,351.89,336.59,321.29
single_age,,10,girls,50,bk,2,lcm,55.79,49.69,43.59,41.59,39.49,37.49
single_age,,10,boys,50,bk,2,lcm,55.39,49.29,43.09,41.09,38.99,36.99
single_age,,10,girls,100,bk,2,lcm,121.99,108.49,94.99,90.39,85.89,81.39
single_age,,10,boys,100,bk,2,lcm,116.69,104.49,92.29,88.19,84.09,79.99
single_age,,10,girls,50,br,3,lcm,62.19,55.49,48.79,46.49,44.29,42.09
single_age,,10,boys,50,br,3,lcm,60.89,54.39,47.89,45.79,43.59,41.49
single_age,,10,girls,100,br,3,lcm,139.49,123.99,108.49,103.39,98.19,93.09
single_age,,10,boys,100,br,3,lcm,133.09,119.39,105.59,101.09,96.49,91.89
single_age,,10,girls,50,fl,4,lcm,54.49,48.09,41.59,39.49,37.29,35.19
single_age,,10,boys,50,fl,4,lcm,52.29,46.39,40.59,38.59,36.59,34.69
single_age,,10,girls,100,fl,4,lcm,133.39,115.89,98.49,92.59,86.79,80.99
single_age,,10,boys,100,fl,4,lcm,129.59,112.89,96.29,90.69,85.19,79.59
single_age,,10,girls,200,im,5,lcm,256.19,229.29,202.39,193.49,184.49,175.59
single_age,,10,boys,200,im,5,lcm,249.89,224.09,198.29,189.69,181.09,172.49
single_age,,11,girls,50,fr,1,lcm,40.39,37.59,34.79,33.39,31.99,30.59
single_age,,11,boys,50,fr,1,lcm,39.89,37.09,34.19,32.79,31.39,29.89
single_age,,11,girls,100,fr,1,lcm,89.19,82.79,76.49,73.29,70.09,66.89
single_age,,11,boys,100,fr,1,lcm,87.79,81.49,75.29,72.09,68.99,65.89
single_age,,11,girls,200,fr,1,lcm,192.99,179.19,165.39,158.49,151.69,144.79
single_age,,11,boys,200,fr,1,lcm,189.79,176.19,162.69,155.89,149.09,142.39
single_age,,11,girls,400,fr,1,lcm,408.69,379.49,350.29,335.79,321.19,306.59
single_age,,11,boys,400,fr,1,lcm,401.79,373.09,344.39,329.99,315.69,301.29
single_age,,11,girls,800,fr,1,lcm,868.29,806.29,744.29,713.29,682.29,651.19
single_age,,11,boys,800,fr,1,lcm,846.69,786.19,725.79,695.49,665.29,634.99
single_age,,11,girls,1500,fr,1,lcm,1677.39,1557.59,1437.79,1377.89,1317.99,1257.99
single_age,,11,boys,1500,fr,1,lcm,1644.39,1526.89,1409.49,1350.79,1291.99,1233.29
single_age,,11,girls,50,bk,2,lcm,46.79,43.49,40.09,38.49,36.79,35.09
single_age,,11,boys,50,bk,2,lcm,47.59,43.99,40.29,38.49,36.69,34.89
single_age,,11,girls,100,bk,2,lcm,105.79,97.49,89.19,84.99,80.79,76.69
single_age,,11,boys,100,bk,2,lcm,104.69,96.49,88.19,84.09,79.99,75.89
single_age,,11,girls,200,bk,2,lcm,220.49,204.79,188.99,181.19,173.29,165.39
single_age,,11,boys,200,bk,2,lcm,216.99,201.49,185.99,178.19,170.49,162.69
single_age,,11,girls,50,br,3,lcm,52.29,48.59,44.89,42.99,41.09,39.29
single_age,,11,boys,50,br,3,lcm,53.39,49.19,44.99,42.89,40.79,38.69
single_age,,11,girls,100,br,3,lcm,115.89,107.29,98.79,94.49,90.19,85.89
single_age,,11,boys,100,br,3,lcm,117.19,108.19,99.29,94.79,90.29,85.89
single_age,,11,girls,200,br,3,lcm,248.29,230.59,212.79,203.99,195.09,186.19
single_age,,11,boys,200,br,3,lcm,247.69,229.99,212.29,203.39,194.59,185.79
single_age,,11,girls,50,fl,4,lcm,43.59,40.49,37.39,35.89,34.29,32.69
single_age,,11,boys,50,fl,4,lcm,45.29,41.59,37.99,36.19,34.39,32.59
single_age,,11,girls,100,fl,4,lcm,103.39,95.09,86.89,82.69,78.59,74.49
single_age,,11,boys,100,fl,4,lcm,103.49,94.99,86.49,82.19,77.99,73.69
single_age,,11,girls,200,fl,4,lcm,226.89,210.69,194.49,186.39,178.29,170.19
single_age,,11,boys,200,fl,4,lcm,221.29,205.49,189.69,181.79,173.89,165.99
single_age,,11,girls,200,im,5,lcm,220.59,204.89,189.09,181.19,173.29,165.49
single_age,,11,boys,200,im,5,lcm,220.69,204.09,187.49,179.19,170.89,162.59
single_age,,11,girls,400,im,5,lcm,475.89,441.99,407.99,390.99,373.99,356.99
single_age,,11,boys,400,im,5,lcm,466.59,433.29,399.99,383.29,366.59,349.99
single_age,,12,girls,50,fr,1,lcm,38.69,35.99,33.39,31.99,30.69,29.29
single_age,,12,boys,50,fr,1,lcm,37.39,34.79,32.09,30.79,29.39,28.09
single_age,,12,girls,100,fr,1,lcm,85.69,79.59,73.49,70.39,67.29,64.29
single_age,,12,boys,100,fr,1,lcm,82.09,76.19,70.39,67.49,64.49,61.59
single_age,,12,girls,200,fr,1,lcm,186.79,173.49,160.09,153.49,146.79,140.09
single_age,,12,boys,200,fr,1,lcm,179.19,166.39,153.59,147.19,140.79,134.39
single_age,,12,girls,400,fr,1,lcm,392.89,364.79,336.79,322.79,308.69,294.69
single_age,,12,boys,400,fr,1,lcm,381.19,353.99,326.69,313.09,299.49,285.89
single_age,,12,girls,800,fr,1,lcm,822.39,763.69,704.89,675.59,646.19,616.79
single_age,,12,boys,800,fr,1,lcm,802.49,745.19,687.89,659.19,630.59,601.89
single_age,,12,girls,1500,fr,1,lcm,1573.99,1461.59,1349.19,1292.89,1236.69,1180.49
single_age,,12,boys,1500,fr,1,lcm,1551.79,1440.99,1330.19,1274.69,1219.29,1163.89
single_age,,12,girls,50,bk,2,lcm,44.89,41.69,38.49,36.89,35.29,33.69
single_age,,12,boys,50,bk,2,lcm,44.59,41.19,37.79,36.09,34.39,32.69
single_age,,12,girls,100,bk,2,lcm,100.59,92.69,84.79,80.79,76.89,72.89
single_age,,12,boys,100,bk,2,lcm,97.19,89.59,81.89,78.09,74.29,70.39
single_age,,12,girls,200,bk,2,lcm,208.19,193.29,178.39,170.99,163.59,156.09
